SubscriberKey,EmailAddress,NBA_Code,Dynamic_Subject_Line_ID
003tg2efp0r6sU1jLN,laura.lopez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003j1FtiRZDuzlrZZl,elena.ruiz@hotmail.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003r4vAglhA78GwOBR,juan.perez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003Gryd8QVc1eT4bGh,pedro.gomez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003kSnAhtonRnS4kDU,ana.martinez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003T5e9NC6yzmqZkGe,ana.martinez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
00385145b2rZ1re0lQ,elena.ruiz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003wgxxRrZ8cjaHwV3,ana.martinez@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003mrFFSHsFHcpocIY,pedro.gomez@hotmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003uJGiK619xFi2cFR,ana.martinez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003ix3nAuWk6AliT9R,maria.garcia@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0038uHrUz8eA9owAEN,pedro.gomez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003XnyACJYS9Q3af3v,sofia.diaz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Ewc6nHWuzSfXnLa,luis.rodriguez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003qAJaShrs8C0vkH8,diego.fernandez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003qFbbm7cYt1QvX4S,sofia.diaz@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003KwwWDYRft83NCQb,carlos.sanchez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003eSgHa6QB5PDNc1K,diego.fernandez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
00347LDQCIyleWSV9X,carlos.sanchez@gmail.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
00313g6QHYoN7FYJQf,pedro.gomez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003MHYtDFPD9d28YSU,pedro.gomez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003DsF0UiRhHDONaoz,elena.ruiz@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003Gl2laaQRxP8RHUf,luis.rodriguez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003kUHVHE8xiQjrPNs,elena.ruiz@yahoo.es,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003Ut6oBvsGWB5YF99,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003wDs6Yrwj4dLoTwL,juan.perez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003BqbOqgfYXH3BDTA,maria.garcia@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003xRCFxckvbceyG9o,ana.martinez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003ljJsCbuM4s7mY7E,laura.lopez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0033Islk5DOuGaE0IW,elena.ruiz@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003u4NlByGaP47giSB,maria.garcia@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003bpCQXQI55PCoDm1,diego.fernandez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003jEtl9sp5AVB0BPl,sofia.diaz@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003hyDyr58d6jrgrb1,ana.martinez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003BwApBSznb7OhCbG,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003MLn0NT3aamc8PNm,pedro.gomez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003gcbF5p0TeIWYyMD,ana.martinez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003IajdfcJSRMiPbPu,diego.fernandez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0035NS2O793IdMeuAg,luis.rodriguez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0037EXyh5nBLR5dgtY,sofia.diaz@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003LalCLODF5m9HzJr,sofia.diaz@gmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003U2vmBGpT54YZWNs,carlos.sanchez@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003GfbHcxw3Ko9D3TS,diego.fernandez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003j5jwxsOGoID93Ci,pedro.gomez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Kq3TLIMQzbEaZph,maria.garcia@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003N1fUmwF4X4UuWGE,diego.fernandez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003VRCAJp83Ex2aTKd,sofia.diaz@outlook.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003mqDKNTCTXtKDjOg,laura.lopez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003DMmEcdGDxz8OjAW,luis.rodriguez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003msRumOowiVdsQoV,ana.martinez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003dx95wDCVSPscadd,laura.lopez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003fzI3nuAm1buW8O0,sofia.diaz@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003WDsreE3Kw2gzSpd,maria.garcia@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003SRdCm9yZkLKJOle,carlos.sanchez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003JYxO6COx7t7drdF,ana.martinez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0034f7f5ZV1PyfygqA,elena.ruiz@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003FcXudse4L5zEJAY,pedro.gomez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003eLHmSyWn5zZN2Wq,elena.ruiz@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003UY6J2n6ZLR5DsOl,sofia.diaz@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003CYrPyD6ICzvW5Gp,luis.rodriguez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0032kgBibGfwhgoBcr,sofia.diaz@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0033N8XfR76EoXxEBm,diego.fernandez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003plsOvN0HlKuCKrD,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003hraJ6QPIFbRGp0O,sofia.diaz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0030vLdGM8FAkNZ7tv,laura.lopez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0039rYc9OsKdmtoz1n,juan.perez@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003rDsSxFnL7mTKdic,ana.martinez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0034SM6d8h03c91idB,luis.rodriguez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003DkCVh5A5vmkxBpd,juan.perez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003oNaiARMTgfO64t6,juan.perez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003qIL43vTab1STc8X,sofia.diaz@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003dLo44Afp8KbxLTj,carlos.sanchez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003xAzGrtMEYJ4C0S5,carlos.sanchez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003BDmmmboV0SNmtRS,elena.ruiz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003bYMuSWxF3m2XObi,ana.martinez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003qgnc3uKHsZW0Bda,laura.lopez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003NPZ4vhAaLIpjIg4,sofia.diaz@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003S5BfFFB015JfqGh,carlos.sanchez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0032riYTrmlZvbLyGd,carlos.sanchez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0037KMa1BOqNBuNw6V,elena.ruiz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003gVC3OxwNOJoVjpX,luis.rodriguez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0038OwRRjTbFf9GkZX,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003GnvZY80NdBmssYg,maria.garcia@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0035hZVI8afRo7yoJ2,carlos.sanchez@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003Zn9zMwsUaIFju33,maria.garcia@gmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003QzJiUj7WugMYujh,laura.lopez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003LSFPOyeVuzFRrug,carlos.sanchez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003xe0MEGveYxkM4hl,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003Chl8i4UoAuiSNIQ,carlos.sanchez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003n3aWY7HaNWelKCP,laura.lopez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
00359AFn4CpDhRRG7v,ana.martinez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003hCNVAEAG0dxQ8rV,juan.perez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003qDfwVEBlKtLs8FQ,sofia.diaz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003QynNPb4rs3u2yMx,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0031uLsRSlAOkQ5zoW,pedro.gomez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003A9J2PpBs8IiQPRx,diego.fernandez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003MY5MtAu0QKJGBsG,sofia.diaz@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003bBypD2CcO2lZNhm,laura.lopez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003zgixAN83MSPGLLr,carlos.sanchez@gmail.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003A19Qg1pgss7HCeQ,elena.ruiz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003jdjh77Dou8Qp2No,elena.ruiz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003tIWiz9RwCQeBMqV,maria.garcia@hotmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003Ud7UOTafRX01gmi,maria.garcia@outlook.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003jztrXN9uz87xXBy,sofia.diaz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003wpj2vok8MdJV6eU,diego.fernandez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003Iyq0NMw33c440Kp,laura.lopez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003zylZCSDJjZpiw1n,sofia.diaz@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003SwEDrSHc2vfXD0w,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003UydEgO9I7RoooFV,ana.martinez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003FeEKBpQMSy9gsm5,laura.lopez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003gIdKOi5gSUUiUpl,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003SA37MjFCUHwibQH,carlos.sanchez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003dCifUoxNsrWUile,ana.martinez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003xr5lkyVX5HBJe46,maria.garcia@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003UZg374TTxj9W0Pf,laura.lopez@outlook.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003ucGRVYKKtvzpVOF,luis.rodriguez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003dIZwbNPsuSzvC8F,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003LKelrn3JDjJUq1k,ana.martinez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0036EcH7IJXaliZnkf,diego.fernandez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003XsVfqL4yNgDR6kG,carlos.sanchez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003kvaY2RmhlTXjp9f,sofia.diaz@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
00359krhPGD1584hEg,sofia.diaz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003ULUahIg62xXk6Jn,diego.fernandez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003OZnxuzLUmGBMV4t,sofia.diaz@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003f0Nda6fSBTJOY3e,elena.ruiz@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0039MWdLIDfWX4i94U,luis.rodriguez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003sAjpBg69017ToIE,elena.ruiz@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0033i5fMKBXuVGQ7lg,sofia.diaz@outlook.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003RMxwSHPy5o8YjdW,laura.lopez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003iZFBY72zg15ulWB,sofia.diaz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Eyk32k1CUAGTlvO,ana.martinez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003ZbxYh6I9HYSgx2b,elena.ruiz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003i9e0xe5B8qg5a2j,laura.lopez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003Ssgh0wZydZq3CyI,juan.perez@yahoo.es,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003xBvn8IKQ0jqOnYw,juan.perez@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
