event_timestamp,event_name,user_pseudo_id,user_id,captured_email,page_location
1767786074412378,purchase,ga_6iU0Zrpugr,003UZg374TTxj9W0Pf,laura.lopez@outlook.com,https://shop.com/product/45
1767786790722137,page_view,ga_lG1O16jnfw,,,https://shop.com/product/2
1767786119500260,page_view,ga_5vpYe0fNll,,,https://shop.com/product/34
1767786616450211,page_view,ga_b9q6xvmbse,,,https://shop.com/product/31
1767786248351917,page_view,ga_c7e61oHDGx,,,https://shop.com/product/41
1767786892939194,add_to_cart,ga_C4FV2DsCSF,,,https://shop.com/product/5
1767786368652132,page_view,ga_eZz8HXACpx,,,https://shop.com/product/5
1767786389565182,page_view,ga_aPEchxi581,003enmQjfwlKGSaZqZ,juan.perez@hotmail.com,https://shop.com/product/14
1767786359008740,page_view,ga_4kXYrWe1t3,,,https://shop.com/product/21
1767786579510773,page_view,ga_owEYlCzQNM,,,https://shop.com/product/6
1767786474693679,page_view,ga_7Tn3lWCOfy,,,https://shop.com/product/19
1767786221861638,page_view,ga_3DSHLIxP0o,,,https://shop.com/product/9
1767786624618209,add_to_cart,ga_xQe24m3L6F,,,https://shop.com/product/17
1767786734021781,purchase,ga_vlcgBHswHL,003VVhSt6uiZGS1EP8,ana.martinez@gmail.com,https://shop.com/product/26
1767786395220211,add_to_cart,ga_YbWv8iibFI,,,https://shop.com/product/3
1767786232491854,page_view,ga_mEbo4buwf2,,,https://shop.com/product/23
1767786905504028,page_view,ga_S8XwsvrJY2,003BDmmmboV0SNmtRS,elena.ruiz@gmail.com,https://shop.com/product/49
1767786922428862,page_view,ga_a8Ze5wVczM,,,https://shop.com/product/38
1767786605460670,page_view,ga_2U45OqnHo0,,,https://shop.com/product/29
1767786408275991,page_view,ga_Kj01UMTbGm,,,https://shop.com/product/7
1767786645142202,add_to_cart,ga_pOL7Q3OdXp,,,https://shop.com/product/46
1767786460052906,purchase,ga_u472pm2dOP,003hyDyr58d6jrgrb1,ana.martinez@outlook.com,https://shop.com/product/16
1767786064953244,purchase,ga_SbqJtZ5wPQ,003rdhZAmVG2JNjUjF,maria.garcia@yahoo.es,https://shop.com/product/8
1767786285962434,page_view,ga_MKiMPh1nYf,,,https://shop.com/product/7
1767786635352425,add_to_cart,ga_ij2dw6zfpU,,,https://shop.com/product/35
1767786680557015,add_to_cart,ga_3zb8wdQrNX,,,https://shop.com/product/29
1767786573612385,page_view,ga_XMMfDURVEK,,,https://shop.com/product/24
1767786273748574,add_to_cart,ga_tLKM2bUNAe,,,https://shop.com/product/8
1767786202636433,page_view,ga_I6zwOBncf2,,,https://shop.com/product/27
1767786564417530,page_view,ga_2U45OqnHo0,,,https://shop.com/product/35
1767786646719279,page_view,ga_Ajxq8uQVFo,003Lro0Wd8OoNu9SUC,luis.rodriguez@hotmail.com,https://shop.com/product/37
1767786570924844,purchase,ga_0vK2hFkPrY,003Ut6oBvsGWB5YF99,ana.martinez@gmail.com,https://shop.com/product/2
1767786144819894,page_view,ga_78VyI1zvdh,,,https://shop.com/product/16
1767786908469281,page_view,ga_gfTBApdYRz,,,https://shop.com/product/39
1767786936973581,purchase,ga_y7KinAEJtK,003qgnc3uKHsZW0Bda,laura.lopez@yahoo.es,https://shop.com/product/6
1767786260354547,add_to_cart,ga_yl6xNCClcg,,,https://shop.com/product/16
1767786411406320,add_to_cart,ga_S9065VXlxE,,,https://shop.com/product/25
1767786119236190,page_view,ga_hDem6P9yNO,,,https://shop.com/product/10
1767786688491762,purchase,ga_gL6xc6u60w,003aXrTMfWPhHJU38x,laura.lopez@hotmail.com,https://shop.com/product/29
1767786431543621,add_to_cart,ga_4vMmDazAns,,,https://shop.com/product/18
1767786605970605,page_view,ga_s99907aQ1j,,,https://shop.com/product/34
1767786258133409,page_view,ga_mt0YpCavu2,,,https://shop.com/product/39
1767786124543375,page_view,ga_Kb3kxPvksN,003IvaBsyai2AaOb1U,laura.lopez@yahoo.es,https://shop.com/product/50
1767786638808181,add_to_cart,ga_Nfsm3vSs42,,,https://shop.com/product/3
1767786438476974,page_view,ga_2MN0L3pb6Y,,,https://shop.com/product/38
1767786391315671,purchase,ga_yy5FMnZJCz,003EhGIJcYhacRuCu7,sofia.diaz@hotmail.com,https://shop.com/product/21
1767786966152790,page_view,ga_WolMNMCKFC,003LKelrn3JDjJUq1k,ana.martinez@outlook.com,https://shop.com/product/10
1767786538635401,page_view,ga_I8uAjhyyHu,,,https://shop.com/product/12
1767786522048113,page_view,ga_tLKM2bUNAe,,,https://shop.com/product/46
1767786835371478,add_to_cart,ga_GAQWpBWpMS,,,https://shop.com/product/24
1767786505798883,add_to_cart,ga_70vQRoQwKq,,,https://shop.com/product/15
1767786530260915,purchase,ga_bplBOsUmug,003jkY3RCuuQu2KEiA,diego.fernandez@yahoo.es,https://shop.com/product/40
1767786770145501,add_to_cart,ga_PLLHbqrqdi,,,https://shop.com/product/13
1767786917407363,page_view,ga_Qw8rL3n3LX,,,https://shop.com/product/23
1767786713159078,page_view,ga_91BcwDGKHd,,,https://shop.com/product/27
1767786644001592,page_view,ga_Wn9rbgoBrX,,,https://shop.com/product/31
1767786124238386,page_view,ga_W91yrUn6tY,,,https://shop.com/product/26
1767786715944558,page_view,ga_xiSGzvEf46,,,https://shop.com/product/37
1767786622172398,page_view,ga_lbxczNMphD,003DMmEcdGDxz8OjAW,luis.rodriguez@yahoo.es,https://shop.com/product/2
1767786540260212,page_view,ga_ZUSmMMaBbY,,,https://shop.com/product/13
1767786573980830,add_to_cart,ga_ipZBDFcIvj,,,https://shop.com/product/41
1767786093416491,purchase,ga_gL6xc6u60w,0034DUbHJBpDnrA6Jq,diego.fernandez@gmail.com,https://shop.com/product/33
1767786949702763,page_view,ga_MaiHo6CG7K,,,https://shop.com/product/22
1767786806442085,page_view,ga_KRIv4ASXgk,,,https://shop.com/product/5
1767786560273712,page_view,ga_dzaq8DfFJM,,,https://shop.com/product/25
1767786146127641,page_view,ga_fWjvRhtePD,,,https://shop.com/product/47
1767786737490671,page_view,ga_i7Ie8Zhw2N,,,https://shop.com/product/28
1767786949589423,purchase,ga_0nlFJp7q15,003n0ll0Pkvx6ZmYwh,carlos.sanchez@gmail.com,https://shop.com/product/17
1767786527289994,add_to_cart,ga_C2KOt1bJH8,,,https://shop.com/product/30
1767786462523654,purchase,ga_Dgw64WEm34,003UV2E4GbMqBznUYw,ana.martinez@gmail.com,https://shop.com/product/31
1767786594802411,page_view,ga_rGPzJgaGE2,,,https://shop.com/product/34
1767786236845043,add_to_cart,ga_OSyVYw3piR,,,https://shop.com/product/1
1767786462822195,purchase,ga_4m3031fyop,003KG2KjPldg2rDWll,laura.lopez@yahoo.es,https://shop.com/product/31
1767786896732930,page_view,ga_RPuMiXcPDS,,,https://shop.com/product/48
1767786361058222,add_to_cart,ga_dzaq8DfFJM,,,https://shop.com/product/2
1767786247506899,page_view,ga_sSNoiofKzH,,,https://shop.com/product/37
1767786551906471,page_view,ga_fkWQ30zkWX,,,https://shop.com/product/30
1767786463723889,page_view,ga_1XWY0urR4S,,,https://shop.com/product/25
1767786135505026,add_to_cart,ga_0nlFJp7q15,,,https://shop.com/product/29
1767786397142859,page_view,ga_liP9PT2LM3,,,https://shop.com/product/45
1767786606101746,add_to_cart,ga_RvU3VRffRO,,,https://shop.com/product/12
1767786187930279,page_view,ga_3DSHLIxP0o,,,https://shop.com/product/45
1767786416906888,page_view,ga_JGqmkacXGv,003ikhIwDl6D2y8jTX,maria.garcia@outlook.com,https://shop.com/product/21
1767786956828184,page_view,ga_yzw5qJzv6P,,,https://shop.com/product/43
1767786284127435,page_view,ga_GWbcSy4ZSH,003B6gFQG87Z5vOJyO,sofia.diaz@gmail.com,https://shop.com/product/48
1767786908151891,page_view,ga_GWbcSy4ZSH,,,https://shop.com/product/4
1767786549263087,page_view,ga_rGPzJgaGE2,,,https://shop.com/product/13
1767786478539042,add_to_cart,ga_iwHlpSBaY6,003kUHVHE8xiQjrPNs,elena.ruiz@yahoo.es,https://shop.com/product/43
1767786682300098,page_view,ga_4CnWoxcVsW,,,https://shop.com/product/27
1767786051401597,page_view,ga_lG1O16jnfw,,,https://shop.com/product/24
1767786231589207,page_view,ga_0vK2hFkPrY,,,https://shop.com/product/27
1767786793657586,page_view,ga_cxEQsdPMy1,,,https://shop.com/product/35
1767786540365022,page_view,ga_iwHlpSBaY6,,,https://shop.com/product/14
1767786195125637,page_view,ga_CAzwVFYOV8,,,https://shop.com/product/33
1767787002877460,page_view,ga_VOvckRDjIT,,,https://shop.com/product/35
1767786102152074,page_view,ga_78VyI1zvdh,,,https://shop.com/product/39
1767786993101810,page_view,ga_PM2YJ44VE9,,,https://shop.com/product/9
1767786207552408,purchase,ga_IYHSljPnb3,003Q0mhMKpKaOm2YI3,pedro.gomez@gmail.com,https://shop.com/product/38
1767786954154226,page_view,ga_70vQRoQwKq,,,https://shop.com/product/1
1767786068851922,purchase,ga_dzaq8DfFJM,003rWq07q2CxKE8ebs,carlos.sanchez@gmail.com,https://shop.com/product/12
1767786778461133,page_view,ga_uSH4fyFhWK,003xr5lkyVX5HBJe46,maria.garcia@gmail.com,https://shop.com/product/10
1767786689708032,page_view,ga_pajnBUX1Np,,,https://shop.com/product/18
1767786302432088,page_view,ga_WmQL6QnNtp,,,https://shop.com/product/5
1767786852458873,page_view,ga_DN7dpyqEXk,,,https://shop.com/product/50
1767786673442837,page_view,ga_Qw8rL3n3LX,003FawnXJRYcErVvGo,diego.fernandez@hotmail.com,https://shop.com/product/35
1767786754358270,page_view,ga_L0uuwxIAyk,,,https://shop.com/product/42
1767786229866042,page_view,ga_iwHlpSBaY6,,,https://shop.com/product/20
1767786767015503,page_view,ga_JlXyMPHxJt,,,https://shop.com/product/45
1767786974898026,page_view,ga_0x4qEvbzT3,,,https://shop.com/product/25
1767786526886393,page_view,ga_2U45OqnHo0,003muoJAwA9UN3garD,luis.rodriguez@outlook.com,https://shop.com/product/47
1767786895009330,page_view,ga_lzIE4nzxtD,003UgvaU9niH6ppVOv,laura.lopez@yahoo.es,https://shop.com/product/15
1767786721309795,add_to_cart,ga_vTiXJXGA8R,,,https://shop.com/product/43
1767787002889959,purchase,ga_qX6kTRMeAb,00359EZUDWHxSpg54N,diego.fernandez@outlook.com,https://shop.com/product/45
1767786505887465,purchase,ga_mEbo4buwf2,003ejvxxnAN9yamjhP,ana.martinez@outlook.com,https://shop.com/product/23
1767786752878327,page_view,ga_Nfsm3vSs42,,,https://shop.com/product/1
1767786778189204,page_view,ga_5eiyyJ7hdN,,,https://shop.com/product/50
1767786236629076,page_view,ga_sn9vdfnpm7,,,https://shop.com/product/37
1767786864342804,page_view,ga_ziMlP1JT69,003IvTq0JqvT1dTtw1,juan.perez@gmail.com,https://shop.com/product/19
1767786225549154,add_to_cart,ga_rxrFMdNuIc,,,https://shop.com/product/20
1767786393875245,page_view,ga_5UOPDe9wRh,0031kmjnxFhFIQE2XH,laura.lopez@outlook.com,https://shop.com/product/45
1767786809376220,page_view,ga_pokya0pmWV,,,https://shop.com/product/43
1767786879805473,page_view,ga_7Tn3lWCOfy,,,https://shop.com/product/36
1767786108897061,purchase,ga_ZUSmMMaBbY,003mFk0wDzioWf97oF,luis.rodriguez@yahoo.es,https://shop.com/product/8
1767786722491664,page_view,ga_4vMmDazAns,,,https://shop.com/product/27
1767786339022402,page_view,ga_mU5CqMZAlx,,,https://shop.com/product/31
1767786972648241,add_to_cart,ga_5UOPDe9wRh,,,https://shop.com/product/29
1767786918295527,add_to_cart,ga_1vgOm052A7,,,https://shop.com/product/3
1767786075239280,add_to_cart,ga_zVOXBLmUQV,,,https://shop.com/product/26
1767786253383782,page_view,ga_0nlFJp7q15,,,https://shop.com/product/19
1767786264450482,page_view,ga_OIofr3z1q9,,,https://shop.com/product/22
1767786238646390,page_view,ga_GoeN4mWQdt,,,https://shop.com/product/45
1767786577986394,page_view,ga_IE6M7gOs3Z,,,https://shop.com/product/37
1767786390887724,page_view,ga_o4hqbIZBU3,,,https://shop.com/product/36
1767786779455438,purchase,ga_8ixEwRp3dT,003OJ21SLEW12oDy7a,sofia.diaz@yahoo.es,https://shop.com/product/29
1767786340760968,purchase,ga_SW0sQji8HD,003N1fUmwF4X4UuWGE,diego.fernandez@hotmail.com,https://shop.com/product/23
1767786121252146,page_view,ga_Vt5YYrOkAe,,,https://shop.com/product/25
1767786861083366,page_view,ga_0x4qEvbzT3,,,https://shop.com/product/2
1767786682028032,page_view,ga_oMxTlh3XP3,,,https://shop.com/product/3
1767786574719788,purchase,ga_Wn9rbgoBrX,003ZATY05Ss6Kl6rFx,juan.perez@hotmail.com,https://shop.com/product/49
1767786548361527,add_to_cart,ga_vlLOFQH9mQ,,,https://shop.com/product/40
1767786666157406,page_view,ga_4CnWoxcVsW,,,https://shop.com/product/24
1767786450184237,page_view,ga_0zr2G2JVUz,,,https://shop.com/product/18
1767786271346177,add_to_cart,ga_y9DYqvI0xo,,,https://shop.com/product/39
1767786687316346,add_to_cart,ga_FFNq5fO8iW,,,https://shop.com/product/24
1767786783435212,page_view,ga_c7e61oHDGx,,,https://shop.com/product/1
1767786437805355,page_view,ga_86Fsnbbiqw,003CjBfNI2Cyfeo79Q,diego.fernandez@yahoo.es,https://shop.com/product/14
1767786602827747,page_view,ga_qkqc7Cknrd,,,https://shop.com/product/16
1767786289755267,page_view,ga_lBZ1jQIUdr,,,https://shop.com/product/21
1767786150512240,page_view,ga_iwHlpSBaY6,,,https://shop.com/product/29
1767786233778355,page_view,ga_sSNoiofKzH,003i4AcrwSUsfr3Ap8,diego.fernandez@hotmail.com,https://shop.com/product/27
1767786133903831,page_view,ga_SXbsC8G6UC,,,https://shop.com/product/32
1767786602992061,page_view,ga_72kTKu8Jqt,,,https://shop.com/product/27
1767786902449115,page_view,ga_FFNq5fO8iW,,,https://shop.com/product/38
1767786679373694,page_view,ga_BvNi8SFboH,003BiOk9zMMbxzq7Kn,ana.martinez@hotmail.com,https://shop.com/product/27
1767786540469599,add_to_cart,ga_Nfsm3vSs42,,,https://shop.com/product/15
1767786315904716,purchase,ga_NLWJ1BYcQv,003CV3WbatuBp6m3de,diego.fernandez@hotmail.com,https://shop.com/product/16
1767786902668789,page_view,ga_C4FV2DsCSF,,,https://shop.com/product/23
1767786654279542,page_view,ga_k4oHHLByv0,,,https://shop.com/product/3
1767786863194904,page_view,ga_dkPGxrJoXc,,,https://shop.com/product/33
1767786041754449,add_to_cart,ga_xQe24m3L6F,,,https://shop.com/product/35
1767786257600987,page_view,ga_tEC13Q7mXf,,,https://shop.com/product/37
1767786569234655,page_view,ga_VBqiWLNEQI,,,https://shop.com/product/40
1767786131232958,page_view,ga_ZUSmMMaBbY,,,https://shop.com/product/18
1767786334686787,add_to_cart,ga_R1WXMSiTKU,,,https://shop.com/product/17
1767786090451292,page_view,ga_DksoHskCSs,,,https://shop.com/product/20
1767786498290290,page_view,ga_XTRD5pMwMz,,,https://shop.com/product/37
1767786303122086,page_view,ga_NxkYBVQFXk,,,https://shop.com/product/8
1767786591627404,page_view,ga_gfTBApdYRz,003enmQjfwlKGSaZqZ,juan.perez@hotmail.com,https://shop.com/product/7
1767786535374892,purchase,ga_55LUo4DZeQ,003dLo44Afp8KbxLTj,carlos.sanchez@hotmail.com,https://shop.com/product/19
1767786046084758,page_view,ga_DksoHskCSs,,,https://shop.com/product/10
1767786936450567,purchase,ga_81HOhcELfJ,003wl0fqv1DDpxqsgG,maria.garcia@outlook.com,https://shop.com/product/5
1767786017209582,page_view,ga_ENA6CoDX30,,,https://shop.com/product/25
1767786755932968,add_to_cart,ga_aBygX48gEv,003eSgHa6QB5PDNc1K,diego.fernandez@outlook.com,https://shop.com/product/30
1767786139201671,page_view,ga_rDszPD4nnp,,,https://shop.com/product/41
1767786746282157,page_view,ga_lzIE4nzxtD,,,https://shop.com/product/20
1767786184692658,page_view,ga_XMMfDURVEK,,,https://shop.com/product/44
1767786712112028,page_view,ga_JdbmxnimzC,003i4AcrwSUsfr3Ap8,diego.fernandez@hotmail.com,https://shop.com/product/15
1767786069890773,page_view,ga_KRIv4ASXgk,,,https://shop.com/product/23
1767786220281906,add_to_cart,ga_NmoiEF5I81,,,https://shop.com/product/41
1767786729461457,page_view,ga_3GJECn1lDx,,,https://shop.com/product/41
1767786321681402,page_view,ga_SXbsC8G6UC,,,https://shop.com/product/28
1767786226691797,page_view,ga_S8XwsvrJY2,,,https://shop.com/product/33
1767786640485683,page_view,ga_bi6vrvGCEe,,,https://shop.com/product/44
1767786516414284,page_view,ga_aBygX48gEv,,,https://shop.com/product/38
1767786012296704,page_view,ga_Wn9rbgoBrX,,,https://shop.com/product/50
1767786483849529,purchase,ga_pOL7Q3OdXp,003UZg374TTxj9W0Pf,laura.lopez@outlook.com,https://shop.com/product/50
1767786046238364,page_view,ga_otjp40jEji,,,https://shop.com/product/23
1767786917164215,page_view,ga_FFNq5fO8iW,,,https://shop.com/product/37
1767786536127690,add_to_cart,ga_xBhK7229Qc,,,https://shop.com/product/9
1767786555745926,page_view,ga_DxcTFY1yog,,,https://shop.com/product/33
1767786744244650,page_view,ga_k4oHHLByv0,,,https://shop.com/product/6
1767786522361157,add_to_cart,ga_0vK2hFkPrY,,,https://shop.com/product/21
1767786047118560,page_view,ga_u472pm2dOP,,,https://shop.com/product/1
1767786542665101,page_view,ga_K7DWBSfNvk,,,https://shop.com/product/31
1767786844070860,page_view,ga_W52Yf0ZAHy,,,https://shop.com/product/5
1767786890331336,add_to_cart,ga_S8XwsvrJY2,,,https://shop.com/product/13
1767786314658348,page_view,ga_NtZadnXJhb,,,https://shop.com/product/10
1767786633847247,page_view,ga_8ixEwRp3dT,,,https://shop.com/product/44
1767786351761155,purchase,ga_DksoHskCSs,003OJ21SLEW12oDy7a,sofia.diaz@yahoo.es,https://shop.com/product/9
1767786676300542,add_to_cart,ga_xwSErw7LCz,,,https://shop.com/product/29
1767786979350765,page_view,ga_DaWv1GD29z,,,https://shop.com/product/25
1767786704747300,page_view,ga_Qw8rL3n3LX,,,https://shop.com/product/37
1767786905314583,page_view,ga_lwd4VKgL9J,,,https://shop.com/product/11
1767786144291953,page_view,ga_u8GggMwroz,,,https://shop.com/product/38
1767786877093302,add_to_cart,ga_u8GggMwroz,,,https://shop.com/product/15
1767786528272226,page_view,ga_Ajxq8uQVFo,,,https://shop.com/product/33
1767786318159538,add_to_cart,ga_2Hful1x3Bo,,,https://shop.com/product/32
1767786421765768,page_view,ga_snd5wSAsM6,,,https://shop.com/product/9
1767786823934898,page_view,ga_K7DWBSfNvk,,,https://shop.com/product/27
1767786093797030,purchase,ga_KRIv4ASXgk,0037LJGp0GnYw619AF,ana.martinez@outlook.com,https://shop.com/product/47
1767786876363427,page_view,ga_W52Yf0ZAHy,,,https://shop.com/product/26
1767786166743149,page_view,ga_P865lipW3r,,,https://shop.com/product/8
1767786317325034,page_view,ga_uSH4fyFhWK,,,https://shop.com/product/45
1767786287969329,add_to_cart,ga_e2WNiRdOiy,,,https://shop.com/product/24
1767786103086708,page_view,ga_8ixEwRp3dT,,,https://shop.com/product/50
1767786925326045,add_to_cart,ga_aBygX48gEv,,,https://shop.com/product/12
1767786454995778,page_view,ga_lzIE4nzxtD,,,https://shop.com/product/24
1767786206290101,page_view,ga_0x4qEvbzT3,,,https://shop.com/product/48
1767786496410590,page_view,ga_owEYlCzQNM,,,https://shop.com/product/16
1767786271214841,page_view,ga_lzIE4nzxtD,,,https://shop.com/product/45
1767786237330038,purchase,ga_JnXqllbAYS,003gHLpTSHslB3Ulde,diego.fernandez@outlook.com,https://shop.com/product/31
1767786772129076,purchase,ga_dtFH16dfZT,003OBxvj7L6DDe8IFn,luis.rodriguez@outlook.com,https://shop.com/product/26
1767786056787272,purchase,ga_72kTKu8Jqt,003xvptlpf78vC1RTy,luis.rodriguez@gmail.com,https://shop.com/product/14
1767786445474311,page_view,ga_a8Ze5wVczM,003F5kVALPgkzyRr4V,diego.fernandez@hotmail.com,https://shop.com/product/49
1767786871840458,page_view,ga_XTRD5pMwMz,,,https://shop.com/product/41
1767786399703529,page_view,ga_OqSbfbBlQq,003bpCQXQI55PCoDm1,diego.fernandez@hotmail.com,https://shop.com/product/27
1767786713071707,page_view,ga_V5t4bD2Hwo,,,https://shop.com/product/14
1767786669975949,page_view,ga_CAzwVFYOV8,,,https://shop.com/product/32
1767786299735887,page_view,ga_FFNq5fO8iW,,,https://shop.com/product/12
1767786913815481,page_view,ga_Gyj2QSDIo1,,,https://shop.com/product/17
1767786228264948,page_view,ga_c8o7IEex1I,,,https://shop.com/product/35
1767786379488010,page_view,ga_DksoHskCSs,,,https://shop.com/product/42
1767786997026371,purchase,ga_PM2YJ44VE9,003IDfVXJknxCsIQpp,carlos.sanchez@gmail.com,https://shop.com/product/47
1767786126459546,page_view,ga_TbX8ACKNN7,,,https://shop.com/product/9
1767786370140886,page_view,ga_6Z42Y5ger5,,,https://shop.com/product/27
1767786912950050,page_view,ga_pajnBUX1Np,,,https://shop.com/product/46
1767786233259582,page_view,ga_SDjZ8MH687,,,https://shop.com/product/29
1767786390113674,page_view,ga_NIM48MfAxQ,,,https://shop.com/product/3
1767786973897047,add_to_cart,ga_BLW7J0WcH3,,,https://shop.com/product/9
1767786226528041,purchase,ga_2pZtOR7k5v,003qAJaShrs8C0vkH8,diego.fernandez@gmail.com,https://shop.com/product/26
1767786308529185,purchase,ga_DYAeBNREly,003MLn0NT3aamc8PNm,pedro.gomez@yahoo.es,https://shop.com/product/9
1767786252578424,page_view,ga_Ltx61KbA9W,,,https://shop.com/product/35
1767786858634295,page_view,ga_XdltmtqvVt,,,https://shop.com/product/43
1767786645673623,page_view,ga_KsAv2cIgb4,003PbIM0I2Gn2bLvzm,carlos.sanchez@yahoo.es,https://shop.com/product/25
1767786115578780,add_to_cart,ga_zw8OSveyD8,,,https://shop.com/product/17
1767786547423990,page_view,ga_72kTKu8Jqt,,,https://shop.com/product/11
1767786711337498,purchase,ga_rxrFMdNuIc,00313g6QHYoN7FYJQf,pedro.gomez@hotmail.com,https://shop.com/product/10
1767786112654632,purchase,ga_ANNqKui5ur,00377ZsMS7iHw57PyZ,maria.garcia@hotmail.com,https://shop.com/product/20
1767786969790565,page_view,ga_JhVjtFInkD,,,https://shop.com/product/7
1767786286307207,page_view,ga_R1WXMSiTKU,,,https://shop.com/product/3
1767786909451133,purchase,ga_sSNoiofKzH,003ajD0f6xZTT4xpPm,diego.fernandez@hotmail.com,https://shop.com/product/15
1767786926361461,purchase,ga_y9DYqvI0xo,003PrmPg4CThhGSHVo,laura.lopez@yahoo.es,https://shop.com/product/36
1767786337012935,page_view,ga_uSH4fyFhWK,,,https://shop.com/product/17
1767786724137382,page_view,ga_ZyFBPZwR7s,,,https://shop.com/product/6
1767786291063513,page_view,ga_2pZtOR7k5v,,,https://shop.com/product/29
1767786196227187,page_view,ga_0nlFJp7q15,,,https://shop.com/product/42
1767786118100270,purchase,ga_yl6xNCClcg,003VwoBBgtSIQmBK1I,pedro.gomez@yahoo.es,https://shop.com/product/3
1767786311474011,page_view,ga_lzIE4nzxtD,003R9RcJYq7pvGYpbd,elena.ruiz@hotmail.com,https://shop.com/product/39
1767786571003424,page_view,ga_FQAc08Nmcr,,,https://shop.com/product/37
1767786466941477,page_view,ga_VtRpfHMkLy,,,https://shop.com/product/25
1767786064599284,purchase,ga_XdltmtqvVt,003wI3HI1f1zl8FR0N,elena.ruiz@gmail.com,https://shop.com/product/50
1767786429875914,page_view,ga_qX6kTRMeAb,,,https://shop.com/product/17
1767786643359439,page_view,ga_0nlFJp7q15,,,https://shop.com/product/17
1767786071294920,page_view,ga_u8GggMwroz,,,https://shop.com/product/20
1767786194569990,purchase,ga_Z20VdC45mp,0038uHrUz8eA9owAEN,pedro.gomez@hotmail.com,https://shop.com/product/28
1767786240602310,page_view,ga_3fK3yca2bu,,,https://shop.com/product/12
1767786728677048,add_to_cart,ga_70T3Hmissj,,,https://shop.com/product/27
1767786054914639,add_to_cart,ga_7tDWOqjZZn,,,https://shop.com/product/13
1767786436091482,page_view,ga_yy5FMnZJCz,003UzOlqjn14XS8eO8,ana.martinez@gmail.com,https://shop.com/product/14
1767786747958767,page_view,ga_0x4qEvbzT3,0031uLsRSlAOkQ5zoW,pedro.gomez@gmail.com,https://shop.com/product/14
1767786021591853,page_view,ga_XdltmtqvVt,,,https://shop.com/product/46
1767786317949754,page_view,ga_70vQRoQwKq,,,https://shop.com/product/30
1767786489146587,page_view,ga_ZyFBPZwR7s,,,https://shop.com/product/38
1767786038372068,page_view,ga_aBygX48gEv,003RbbweA9UYswewCm,juan.perez@yahoo.es,https://shop.com/product/40
1767786008462145,page_view,ga_YtjoiV3JHg,,,https://shop.com/product/27
1767786667467002,add_to_cart,ga_ZyFBPZwR7s,,,https://shop.com/product/6
1767786856540980,add_to_cart,ga_i7Ie8Zhw2N,,,https://shop.com/product/38
1767786727914779,page_view,ga_hS2oEKcLx7,,,https://shop.com/product/11
1767786981979890,page_view,ga_C2KOt1bJH8,003qDfwVEBlKtLs8FQ,sofia.diaz@hotmail.com,https://shop.com/product/2
1767786981595343,page_view,ga_sSNoiofKzH,,,https://shop.com/product/31
